White,Black,Score
5518,2586,1
5518,7089,0
5531,481,1
5531,4577,0.5
5531,5950,0.5
5531,6946,0.5
5537,7089,1
5537,7313,1
5541,5290,0
5552,7441,0
5560,3762,0.5
5560,5472,0.5
5570,8510,1
5573,1864,0.5
5573,1880,0.5
5573,6944,0
5587,3190,0.5
5587,4218,1
5598,699,0.5
5598,2420,0.5
5614,1098,1
5617,3905,0.5
5617,8000,0.5
5623,5068,0.5
5623,5914,0.5
5627,3271,0
5627,7953,0.5
5627,8553,0
5658,1903,1
5658,5210,1
5658,7739,1
5681,4996,0.5
5681,6110,0
5681,6850,1
5690,3435,0.5
5690,4413,0
5732,5537,0
5732,6884,0.5
5755,8607,0.5
5761,712,1
5761,2047,0
5761,4584,0.5
5774,5623,1
5774,5914,1
5783,7979,1
5785,6551,1
5785,7676,0.5
5794,4304,0.5
5794,7696,0.5
5798,1416,0
5798,3201,0
5798,6032,0
5802,2426,0.5
5819,1416,1
5819,2808,1
5821,4129,1
5821,5960,0
5821,7250,1
5833,1057,1
5857,4583,0.5
5857,4889,1
5868,1075,0
5868,8186,0
5884,501,0.5
5884,1286,0.5
5896,3677,0.5
5896,4940,1
5896,6944,0.5
5897,627,1
5902,2998,1
5902,4728,0.5
5903,3389,0.5
5908,2880,0.5
5908,3744,0.5
5914,5011,0.5
5914,5068,0.5
5922,3110,1
5922,4427,0
5922,6939,1
5930,3362,0.5
5930,3614,0.5
5950,4719,0
5950,6336,0.5
5953,5884,0
5954,5228,0.5
5960,8415,0.5
5965,1269,0
5965,1930,0
5988,7193,1
5988,8621,1
5993,1072,0
5993,1598,0.5
5993,3805,0
5993,4719,0.5
5993,7939,0.5
5995,2326,1
5995,3001,0.5
5995,6004,1
5995,6798,0.5
6000,3756,1
6000,8295,1
6004,1187,0
6004,1786,0.5
6004,6059,0.5
6006,1554,0
6006,6092,0.5
6007,6404,0
6008,5170,0.5
6008,5617,1
6023,5541,0
6027,5692,0
6027,8365,0
6032,3345,0.5
6032,3801,0.5
6032,4171,0
6032,6338,1
6032,8219,0
6035,1061,1
6035,1247,0.5
6035,4696,0
6035,7545,0
6040,1373,0.5
6040,4282,0.5
6040,4481,0.5
6040,7117,1
6045,236,0.5
6045,5431,1
6054,458,1
6059,1061,1
6059,4694,0.5
6059,5531,0
6065,1468,0.5
6065,1846,0.5
6065,3147,0.5
6069,1706,0
6069,5903,0.5
6069,7392,0.5
6069,7606,1
6092,6515,1
6092,7818,0
6104,6347,0.5
6110,193,1
6110,5009,0.5
6110,6850,0.5
6118,736,0
6119,4133,0.5
6133,1700,1
6167,163,1
6167,1911,0.5
6167,4257,1
6170,2696,1
6170,5289,1
6181,6170,0
6224,8455,1
6230,651,1
6239,7545,0.5
6259,3844,0
6259,8517,1
6261,2420,0
6261,5187,1
6268,73,0.5
6268,1006,0.5
6268,5658,0
6268,6965,0.5
6268,8491,0.5
6270,1864,1
6305,125,1
6305,451,1
6305,7441,0.5
6336,5993,0.5
6336,6239,1
6338,1683,1
6341,6500,1
6341,6939,0
6341,7768,1
6346,187,0
6346,1700,0.5
6346,3741,1
6346,6850,0.5
6346,7796,0.5
6346,8501,0.5
6347,4931,0
6347,6065,0.5
6385,2656,1
6385,3389,0.5
6385,6404,0.5
6385,7353,1
6388,386,0.5
6388,8059,0
6390,848,1
6390,3464,0.5
6404,2907,0
6411,1710,0.5
6411,7791,1
6411,8214,0
6419,1455,0
6419,1880,0.5
6419,4931,0
6419,6775,0
6429,193,1
6429,4012,0.5
6429,5009,0.5
6429,5282,0.5
6429,7979,0.5
6439,1408,1
6439,7028,1
6440,5228,0
6445,3448,1
6449,818,1
6449,1953,1
6474,894,1
6474,2597,0.5
6490,7774,0.5
6500,1512,0
6500,3608,1
6500,4430,0.5
6500,4464,0.5
6500,4854,1
6500,4996,1
6500,7070,1
6505,2433,1
6505,4468,1
6505,5785,0.5
6515,1683,0.5
6515,1919,0.5
6515,1961,1
6515,7890,0.5
6518,4987,0.5
6518,6224,0
6521,923,0
6521,4114,1
6533,6440,0.5
6539,978,0.5
6551,7965,0.5
6568,445,1
6568,8062,1
6574,960,1
6574,7667,0.5
6603,5291,0.5
6625,411,0.5
6625,1811,0
6625,3110,1
6627,3961,0.5
6627,5903,1
6629,3454,1
6670,1286,1
6670,4664,1
6670,7467,1
6670,8477,1
6677,6007,0
6692,6896,0.5
6710,960,0.5
6713,600,0.5
6713,4888,1
6713,5732,1
6738,5327,0
6738,8496,0.5
6740,4404,1
6740,6032,0.5
6740,6515,0.5
6740,8447,1
6745,1423,1
6745,6119,1
6748,498,0
6754,2518,0.5
6761,3961,0.5
6761,5903,1
6761,6069,0.5
6761,6740,0.5
6761,7606,1
6761,8565,0.5
6775,6032,0
6782,8216,0.5
6798,1347,1
6798,4634,0.5
6798,6305,0
6798,8388,0.5
6801,3709,0.5
6801,6038,0
6810,6376,1
6811,960,0
6811,1037,0.5
6811,6500,0.5
6811,7667,1
6811,8100,0.5
6834,1105,0.5
6834,1512,0
6834,2091,1
6834,3129,1
6834,4664,0.5
6850,5531,0.5
6850,8388,0.5
6870,3105,1
6870,4776,0
6875,2479,0.5
6875,5472,0.5
6885,3912,0
6885,8477,0.5
6887,2589,1
6887,6040,0.5
6890,1303,0.5
6926,2589,1
6926,3013,0.5
6926,6040,0.5
6926,8590,0.5
6939,5494,1
6944,133,1
6944,943,0.5
6944,1852,0.5
6944,1880,0.5
6944,2581,0.5
6944,3013,0.5
6944,5050,0
6944,8491,0.5
6947,2631,0
6947,3646,0
6947,6850,0
6965,3680,0.5
6965,5333,0.5
6965,6059,0
6965,7087,0.5
6965,7663,0.5
6965,8491,0.5
6984,235,0
6984,1745,0
6988,251,0.5
6988,773,0.5
6988,2304,0
6988,3373,1
7023,5290,1
7028,510,0
7038,1006,0.5
7038,3987,0.5
7038,5097,0.5
7055,8299,0.5
7056,3362,0
7056,5155,1
7070,6811,0
7070,8100,1
7076,2230,1
7076,5254,1
7087,1098,0
7089,1455,0
7098,1072,0.5
7107,1075,1
7112,3395,1
7112,3980,0.5
7117,4842,0.5
7117,6887,1
7118,2684,0.5
7134,2006,1
7134,4679,0.5
7143,4876,0
7160,1930,0.5
7160,6884,1
7189,3648,0
7189,3824,0
7193,1080,1
7193,5155,1
7193,6259,1
7193,7056,0.5
7196,5937,1
7196,6834,0
7226,6740,0.5
7228,2283,0
7238,2479,0.5
7238,3736,0.5
7238,5531,0
7238,5950,1
7238,7441,1
7238,7461,0.5
7250,3330,1
7256,2829,0.5
7256,6627,0.5
7256,7038,0.5
7279,3617,0.5
7279,3824,1
7296,1269,1
7296,2808,0.5
7296,5518,0
7296,7818,0.5
7299,3076,0.5
7299,8337,0.5
7312,6944,0
7313,1930,0.5
7313,5518,0
7313,5570,1
7342,8214,0.5
7360,1005,1
7360,7796,1
7360,8133,0
7374,6713,0
7375,1006,0.5
7375,2420,1
7375,6004,1
7378,5260,0.5
7387,2997,0.5
7387,5334,0.5
7387,8477,0.5
7392,1468,0
7392,1604,1
7392,1846,1
7392,6775,0.5
7407,1515,1
7407,5187,0
7407,7387,0
7407,7676,1
7411,73,0.5
7417,999,1
7422,5260,0.5
7423,2091,0.5
7432,2631,1
7432,5692,0
7432,7407,0
7440,5289,0.5
7441,8133,1
7452,999,0
7452,5761,0.5
7458,2696,1
7458,4940,1
7467,451,1
7467,2696,0.5
7467,7134,0
7467,8071,0
7501,2315,0.5
7504,2911,1
7515,1811,0
7515,6834,1
7515,7279,1
7531,2883,0.5
7531,6224,0.5
7545,76,0
7545,1006,0.5
7545,1098,0
7545,2295,0.5
7545,4171,0.5
7545,4679,0.5
7545,5950,0.5
7545,6388,0.5
7545,7238,0.5
7545,7461,0.5
7545,8599,1
7559,990,1
7559,1880,1
7559,3218,1
7559,5367,0
7559,6539,1
7575,5097,0.5
7575,8355,0.5
7582,6214,1
7586,2129,0.5
7586,2326,0
7586,2339,0
7604,2867,0
7604,8267,0.5
7606,2829,1
7606,6775,0.5
7606,8419,0.5
7616,3271,0.5
7616,7440,1
7624,4399,0
7635,5988,1
7635,7056,1
7635,8620,0.5
7650,6270,0.5
7663,2997,0
7663,7887,0.5
7676,8071,0.5
7696,942,1
7696,1017,1
7715,391,0.5
7715,1098,0.5
7715,2283,1
7715,8059,1
7739,231,0.5
7739,6419,1
7739,7089,0.5
7741,6748,1
7768,3902,0
7768,5472,0
7768,5681,0.5
7768,6521,0
7768,7796,0.5
7770,3617,0
7770,5681,0.5
7770,7360,0
7778,5528,1
7791,5291,1
7791,6230,0
7796,3458,1
7796,4646,0.5
7796,5681,1
7796,6521,1
7796,7238,0.5
7805,6440,1
7805,8078,0.5
7811,1123,1
7811,1919,0
7811,6006,1
7818,1919,0
7818,8510,1
7848,386,0.5
7848,1098,0
7848,4171,1
7848,4194,0.5
7859,1758,0.5
7859,8219,0.5
7877,3468,0.5
7877,5857,0.5
7877,7624,0.5
7886,3157,0.5
7887,125,0
7887,6834,0.5
7890,4404,0.5
7890,4481,0
7890,4614,1
7890,5425,1
7890,6032,1
7890,6740,1
7890,8028,0.5
7890,8267,0.5
7927,157,1
7927,8074,1
7939,1005,0
7939,4776,0
7939,5560,0.5
7939,6870,1
7949,391,0.5
7949,1423,1
7949,6170,1
7953,876,1
7953,2295,1
7953,8190,1
7954,3218,1
7954,6040,0
7965,2748,0.5
7997,390,1
7997,1855,0.5
7997,2867,0.5
7997,5367,0
8020,6255,0
8021,4464,0
8021,6500,0
8021,8100,1
8028,204,0.5
8028,1098,0
8028,2986,0.5
8028,7107,0
8044,275,1
8044,1105,0.5
8044,3677,1
8044,4171,0.5
8059,98,0.5
8059,5531,1
8059,6850,0.5
8059,7238,0.5
8059,7545,1
8059,8491,0.5
8062,224,0
8062,554,1
8066,349,0.5
8066,3035,1
8066,3762,1
8066,5993,1
8071,1744,0.5
8071,3680,0.5
8073,3448,0.5
8074,7887,0.5
8084,98,0
8084,5009,1
8084,8059,0.5
8097,1100,0.5
8100,4430,0.5
8100,4854,0.5
8121,793,1
8121,6811,0.5
8133,1237,1
8133,6670,1
8133,7238,0.5
8186,4370,1
8186,4694,0
8186,6490,1
8186,7665,1
8190,3912,1
8191,4725,0.5
8214,411,0.5
8214,1162,1
8214,1598,1
8214,7791,1
8216,2463,0
8216,6950,1
8219,1604,0.5
8238,120,0.5
8238,1837,1
8238,4676,1
8238,5156,0.5
8245,736,0
8245,2972,0.5
8248,3458,1
8248,4732,0
8256,5068,0.5
8256,5914,0
8267,6390,0.5
8275,3614,1
8275,3961,1
8275,4723,0.5
8277,5464,1
8277,6440,0.5
8277,7979,1
8287,3805,0.5
8287,4037,0.5
8287,7848,0.5
8288,5087,0.5
8299,5291,1
8299,6625,1
8320,5755,1
8337,4481,0.5
8343,98,1
8343,1098,0.5
8343,5097,1
8343,7112,0.5
8343,8267,0
8343,8491,0.5
8349,501,0.5
8349,4329,0
8349,6388,0
8349,7676,1
8355,6419,0.5
8365,157,1
8365,6629,1
8366,3822,1
8366,4652,1
8368,1095,0
8368,6069,0.5
8368,8565,1
8388,2479,0.5
8400,1512,0.5
8400,8210,0.5
8405,3983,0
8415,1736,1
8415,7624,0.5
8419,1617,1
8419,6775,0.5
8420,5783,0
8435,204,1
8435,5345,0.5
8435,8028,0.5
8447,1961,0.5
8452,1852,0.5
8452,5658,0
8452,7089,0.5
8452,7739,0.5
8455,175,0.5
8477,748,0
8477,2866,0.5
8491,98,0.5
8491,3184,0.5
8491,5097,0.5
8491,5614,0.5
8491,7575,1
8494,1744,1
8494,5730,0.5
8496,5271,0
8501,2479,0
8501,4646,0.5
8501,6110,0
8501,6875,0.5
8508,6445,1
8508,7374,0.5
8510,2867,0
8510,6032,0
8517,4129,0.5
8517,5821,0.5
8533,7411,0
8533,8355,0
8533,8405,0
8549,2129,0.5
8549,8133,0
8553,3271,0.5
8553,3917,0.5
8553,7616,1
8553,7953,0
8565,567,1
8565,1706,1
8565,6032,1
8570,251,0.5
8570,6988,1
8590,3013,0.5
8590,7117,0
8599,2507,0.5
8605,174,1
8605,657,0.5
8605,1963,1
8605,2617,1
8605,3458,1
8605,4012,1
8605,4577,0.5
8605,5009,0.5
8605,5050,0.5
8605,7768,1
8612,2221,0
8612,7889,0.5
8616,1098,0.5
8616,3344,0.5
8616,4171,1
8616,4482,1
8616,7545,1
8620,1439,0.5
8620,6746,1
8620,8517,1
8621,200,0.5
8621,2686,0
481,4038,0.5
481,5042,1
685,5993,0.5
1305,5993,0.5
1305,6110,0
1548,5172,0.5
1710,3330,0.5
1710,5059,0.5
2221,1710,1
2344,2836,1
2805,746,0
2805,5142,0
2805,6224,0
2836,2805,0
2848,1710,0
2848,2805,0
3330,5142,0
3453,2848,0
3453,6870,1
4038,5993,0.5
4038,6224,0.5
4609,746,0.5
4609,1305,0
4609,2848,1
4847,5172,0.5
5042,8214,0
5059,2805,0
5142,685,0.5
5142,4038,1
5142,4609,0
5172,6758,1
5472,4038,1
5472,5993,0.5
5472,6110,0.5
5993,746,1
5993,3330,0.5
5993,5059,1
6110,481,0
6110,2221,1
6110,2344,1
6110,5142,0.5
6224,2836,0.5
6870,2344,1
6870,2848,1
8214,481,0
8214,3330,1
4,2129,0.5
64,3035,1
145,1768,0.5
145,2841,0
145,7186,0
158,4850,1
158,6388,1
158,8059,0.5
174,1746,0.5
220,801,0
220,1353,0
228,1374,0.5
228,4216,1
228,6226,0
277,3664,1
290,3380,0.5
290,7298,0.5
290,7447,1
349,939,1
391,4331,0.5
411,1069,1
411,6985,0.5
411,8120,0.5
515,6914,0
515,7955,0.5
557,943,0.5
557,1045,0.5
557,1374,1
557,1459,1
614,3271,0.5
614,5627,0.5
659,1207,0
659,1425,0.5
659,3279,0
659,4346,0
753,3909,0.5
753,4577,0
801,6681,1
801,6968,1
865,8180,0.5
939,2230,1
939,5282,0.5
943,228,1
943,4216,0.5
952,1903,0
952,4723,0
1006,1903,0.5
1006,7616,0.5
1042,659,0.5
1042,1425,0
1042,4346,0
1042,7087,0
1045,228,1
1045,6226,1
1045,6321,1
1048,5295,0.5
1048,6187,1
1069,1579,1
1069,6184,0
1069,8120,1
1098,2013,1
1098,4850,0.5
1207,2706,1
1207,3987,0.5
1207,6835,0
1207,7038,1
1254,1785,0
1254,6151,0.5
1254,8550,1
1265,145,0
1265,1768,0
1265,2841,0.5
1265,7186,0
1298,5193,1
1298,6321,0
1348,3698,0.5
1348,8086,0.5
1348,8104,0.5
1353,4381,0.5
1353,6681,0
1353,6968,0.5
1374,1459,1
1388,1348,1
1397,6212,0.5
1397,7412,1
1397,7943,0
1425,1207,1
1425,2706,0.5
1425,3279,0.5
1425,6835,0
1425,7087,0.5
1459,228,0.5
1459,943,1
1563,2841,1
1563,7186,0
1579,411,0.5
1579,6184,0.5
1594,2283,1
1594,5068,0.5
1657,1748,1
1657,2957,0
1657,3507,0.5
1657,3971,0
1718,753,0.5
1718,2283,0
1718,4577,0.5
1718,8553,0.5
1746,174,0
1748,1657,0.5
1748,2957,0.5
1748,3971,0
1768,2841,1
1768,4982,1
1768,5417,1
1768,6388,0.5
1768,7186,1
1785,8550,1
1786,2839,1
1786,6962,0.5
1811,3271,0.5
1811,5627,0.5
1903,4723,1
1903,7472,1
1968,3523,0
2013,1098,0.5
2013,5954,1
2059,1397,0.5
2129,3580,0.5
2129,6185,0.5
2215,952,1
2215,1006,0.5
2215,1903,0.5
2283,753,0.5
2283,1594,0
2283,4577,0.5
2283,8553,0.5
2299,515,0.5
2299,6914,0.5
2299,7955,0.5
2416,3523,0.5
2416,8137,1
2433,4321,1
2433,6974,1
2472,998,0.5
2472,7412,0
2472,7943,0.5
2515,4321,0
2574,7351,0.5
2623,603,0.5
2623,5295,0.5
2631,2416,0
2706,659,1
2706,1042,1
2798,2988,1
2839,1786,0
2841,4982,0.5
2841,5417,1
2841,7053,1
2957,1657,0.5
2957,1748,0.5
2957,3507,1
2957,3971,0.5
2962,7848,0.5
2988,7925,0.5
3035,64,1
3214,7488,1
3271,614,0.5
3271,1811,1
3271,5627,1
3279,1207,0.5
3279,2706,0.5
3279,3987,1
3279,6835,0
3279,7087,0.5
3344,753,0
3344,1718,1
3344,2283,0.5
3380,6754,1
3380,7364,0.5
3507,1657,0.5
3507,2957,0.5
3507,3971,1
3518,5282,0
3518,6940,1
3523,2631,1
3523,3518,0.5
3580,6185,0
3629,8153,0.5
3664,2623,0.5
3698,6579,0.5
3698,8086,0.5
3909,1718,1
3909,2283,0.5
3909,3344,0.5
3909,3380,0
3909,5466,1
3909,7447,0.5
3971,1657,1
3971,1748,1
3971,2957,0.5
3971,3507,0.5
3979,6270,0.5
3987,659,0.5
3987,1042,0.5
3987,1425,0.5
3987,4346,0
3987,7038,0.5
4037,4850,0.5
4216,557,0.5
4216,1459,0
4254,140,1
4290,2129,1
4331,391,0.5
4331,7953,0.5
4346,2706,1
4346,3279,0
4346,7087,0.5
4381,220,0.5
4455,4771,0
4484,187,0.5
4484,6054,0.5
4484,7650,0
4577,3344,0.5
4577,3909,1
4577,8553,0
4607,290,0.5
4607,3909,0.5
4607,5466,1
4607,6754,1
4607,7364,0
4723,2215,1
4850,158,0.5
4850,1098,0.5
4850,4037,0.5
4982,145,0.5
4982,1265,1
4982,1563,1
5025,1348,0.5
5025,8086,1
5050,7953,0.5
5068,8097,0.5
5193,6321,1
5193,7351,0.5
5282,2416,0.5
5282,5320,1
5282,7331,1
5320,6940,1
5320,7350,0.5
5417,4982,0
5417,7053,0
5466,290,0.5
5466,3380,1
5466,7298,0.5
5519,1325,1
5519,8434,0
5598,8616,0
5627,614,0
5627,1811,1
5627,3271,0
5954,2013,0
5960,6875,0.5
6032,515,0.5
6032,2299,1
6032,6914,0.5
6049,7134,1
6049,7715,0.5
6054,7650,0
6151,1785,0.5
6184,6761,0.5
6185,4,0.5
6187,277,0
6187,2623,0.5
6187,3664,1
6212,2059,0.5
6212,2472,0.5
6212,7943,0
6226,943,0.5
6226,1374,0.5
6270,8180,1
6321,2574,0.5
6388,158,0.5
6388,1768,1
6388,7107,1
6579,1348,1
6579,1388,0
6579,5025,0.5
6681,220,1
6681,4381,0
6681,6968,0
6736,3698,1
6754,290,0
6754,3909,0.5
6754,5466,1
6761,411,0
6761,1069,0.5
6761,8120,1
6835,659,0.5
6835,1042,0.5
6835,3987,1
6835,4346,0
6875,5960,0.5
6962,1786,1
6962,7848,1
6962,7953,0.5
6965,349,0
6965,4307,0.5
6968,220,0.5
6968,7327,0.5
6985,1069,0.5
6985,1579,1
6985,6184,1
7038,659,0.5
7038,1425,0.5
7038,3279,1
7038,4346,0
7053,1265,1
7053,1563,1
7053,1768,0.5
7087,1207,0.5
7087,2706,0.5
7087,3987,0.5
7107,6388,0.5
7134,6049,1
7186,4982,0.5
7186,7053,1
7292,2230,1
7292,2631,0
7292,6965,0.5
7298,3380,0.5
7298,3909,0
7298,6754,0.5
7298,7447,1
7327,801,0.5
7327,1353,1
7327,4381,0
7327,6681,0.5
7331,1968,0.5
7350,3518,0
7351,1298,1
7364,5466,0.5
7364,7298,0.5
7412,998,1
7412,2059,0.5
7447,4607,0.5
7447,6754,0
7447,7364,0.5
7472,1006,0.5
7472,2215,0.5
7488,6772,0
7488,7350,0
7715,6049,1
7722,2006,0.5
7722,3981,0.5
7761,3214,1
7761,3518,0
7761,3523,0
7761,4307,0.5
7848,2962,1
7848,6962,0.5
7925,2798,1
7943,998,0.5
7943,2059,1
7943,7412,0.5
7953,4331,0.5
7953,5050,0.5
7953,6962,0.5
7955,6032,1
7955,6914,1
8028,1298,1
8028,2574,1
8028,5193,1
8028,7351,1
8059,158,0.5
8086,6579,0
8086,8104,0.5
8104,5025,0.5
8104,6736,0
8120,6184,1
8120,6985,0.5
8137,2230,0
8137,7331,1
8137,7761,0
8153,4307,0
8153,7292,0.5
8283,2230,0.5
8283,3629,0
8283,8153,0.5
8434,1325,1
8553,753,0.5
8553,3909,0.5
8616,5598,0.5
98,1961,0.5
98,2841,0.5
98,4850,1
98,7306,1
158,1594,1
158,7715,0.5
158,7848,0.5
174,7616,1
346,1100,0
346,2435,1
346,5220,1
349,2617,0
391,98,1
391,4171,0.5
391,8501,0.5
515,4068,0.5
557,1889,1
596,7943,0
793,1512,0.5
793,2684,0.5
885,2013,0.5
885,6212,0
996,1889,0.5
1050,4676,0.5
1077,3242,0.5
1077,8501,0.5
1100,2299,0
1158,8044,0.5
1176,3820,0.5
1203,7118,0
1305,2463,0.5
1305,3479,0
1374,996,1
1374,6226,0.5
1439,515,0.5
1439,4369,0.5
1439,4404,0.5
1439,5191,0.5
1512,4960,1
1548,2581,0.5
1548,6212,0.5
1548,6955,1
1594,7715,1
1594,7848,0
1594,8287,0
1683,1050,1
1723,2799,0.5
1723,7955,0
1768,6311,0.5
1768,6515,1
1782,4369,1
1786,4019,0.5
1786,7943,0
1826,2599,1
1826,6212,0.5
1826,7134,1
1830,5342,0
1889,1374,1
1889,6142,0.5
1889,6226,1
1961,391,0.5
1964,2684,0.5
1964,3047,0.5
2009,2799,0.5
2009,7186,1
2013,793,0.5
2013,8324,0.5
2059,2684,0.5
2059,5981,1
2059,6844,0.5
2059,7134,0
2129,349,0.5
2180,4082,0
2180,5427,0
2196,174,0
2196,2461,0
2196,7635,1
2235,2457,1
2238,2599,0.5
2299,5119,0.5
2299,6793,1
2326,4082,0.5
2457,1683,0
2457,5191,0
2457,5326,0.5
2461,4144,0.5
2461,7616,0
2463,5170,1
2518,1768,0
2518,3574,0.5
2518,6408,0.5
2581,1158,0.5
2581,2238,1
2581,5427,0
2581,6165,1
2599,1548,1
2599,2059,0.5
2599,3047,0
2599,3268,0.5
2605,1830,0.5
2605,7262,0.5
2683,885,0.5
2683,6891,1
2683,7119,0.5
2684,1826,1
2684,2238,0
2684,3268,1
2684,4694,1
2799,7865,1
2841,515,0.5
2841,1203,0.5
2841,2799,0.5
2841,7890,0
2841,8323,0.5
2867,515,0.5
2867,787,1
2867,2235,1
2867,2841,0.5
2890,8577,1
3014,2009,0
3014,5201,0.5
3014,7946,0
3043,2867,1
3043,4158,1
3043,7865,0.5
3047,1826,0.5
3047,3523,1
3047,4082,0
3047,6165,1
3047,7467,1
3113,1768,1
3113,4092,0.5
3113,6239,0.5
3229,4286,0.5
3242,98,0.5
3242,4577,1
3242,7118,0.5
3268,6212,0.5
3339,8357,0.5
3345,8580,0
3362,2581,0.5
3479,2463,1
3523,2684,0.5
3523,3047,0
3523,5342,0
3574,3113,0.5
3574,4092,0.5
3574,6239,0.5
3602,346,1
3602,5105,1
3820,809,0.5
3902,158,0
3902,1594,0.5
3914,8044,0
4019,1786,1
4019,4850,1
4019,7467,0
4019,7943,1
4068,2867,0
4068,4404,0.5
4082,5031,1
4082,6165,0.5
4082,7479,0.5
4082,8347,1
4092,2518,1
4092,6239,0.5
4144,2196,0
4144,6834,0.5
4144,7635,1
4144,8267,0
4158,8580,0
4171,98,0.5
4171,3242,1
4171,4577,0.5
4171,7118,0.5
4171,7955,0.5
4268,1512,0.5
4286,7672,1
4343,3043,0.5
4343,4404,0.5
4343,5201,0
4343,6515,0.5
4369,515,0.5
4369,4570,0.5
4369,8323,1
4379,2599,0
4379,6191,0.5
4404,515,0
4404,5201,1
4406,2581,0
4406,6212,0
4419,5220,1
4484,1374,0.5
4484,6142,1
4570,2009,1
4570,5324,0.5
4570,7186,1
4577,391,0.5
4577,7089,1
4577,8501,0
4603,3523,0
4676,1100,0
4676,3820,0.5
4676,4343,0
4676,7865,1
4694,1512,1
4694,6212,0.5
4694,8347,1
4822,2463,0
4822,5170,1
4850,391,0.5
4850,1077,0.5
4850,4019,1
4850,7467,0.5
4850,7943,1
4898,7262,0.5
4960,8347,0
5044,4158,0.5
5090,1768,0
5090,3574,0.5
5105,4676,0
5119,8619,0.5
5170,778,1
5170,1305,1
5170,1782,1
5170,6110,0.5
5191,1050,1
5191,7184,1
5201,1439,0.5
5201,1782,1
5201,3043,0.5
5201,7186,0.5
5220,1176,0.5
5342,4082,0.5
5342,7479,0.5
5342,8044,1
5342,8347,0.5
5427,2684,0
5435,2867,1
5742,2890,0
5981,2581,1
6110,1305,1
6110,3479,0
6110,4822,0.5
6142,557,0.5
6142,996,1
6142,6226,0.5
6165,1158,0.5
6165,2326,1
6165,2617,1
6165,7119,0.5
6173,1964,0.5
6173,8190,0.5
6191,596,1
6191,2326,0.5
6191,2599,0.5
6191,4379,0.5
6191,7119,0.5
6203,1826,1
6203,1964,0
6203,3047,0
6212,3268,1
6212,3362,0.5
6212,6203,0.5
6212,7119,1
6226,996,0.5
6226,4484,1
6239,1768,0.5
6239,2518,1
6239,5090,1
6311,6239,0
6311,6408,0.5
6408,4092,0
6408,5090,0.5
6408,6239,0.5
6456,8580,0
6479,174,0
6479,8267,0
6515,2235,0.5
6515,3043,0.5
6586,3041,0
6793,5742,1
6834,174,0.5
6834,2196,0.5
6834,2461,1
6834,7635,1
6844,8190,0
6891,1512,0.5
6891,5342,0.5
7089,4171,0
7089,8501,0
7118,2841,0.5
7118,5324,0.5
7118,7306,1
7119,2581,0.5
7119,2599,0.5
7119,6212,0.5
7119,6586,0.5
7119,7467,1
7119,8347,0.5
7134,1548,1
7134,1964,0.5
7134,1964,0.5
7134,2326,1
7134,4694,1
7184,4158,0
7186,5170,1
7186,7023,0
7229,4835,0.5
7306,391,0
7306,3242,0.5
7398,2299,1
7398,2457,1
7398,3014,1
7398,6456,0
7398,8395,1
7467,4019,0
7467,4850,0.5
7467,7943,1
7479,7134,0.5
7479,7751,1
7479,8190,1
7545,2009,1
7616,6479,1
7616,7635,1
7616,8267,0.5
7635,174,1
7635,2461,1
7635,8267,1
7672,3345,0.5
7715,3902,0.5
7715,7848,1
7848,3902,0.5
7865,2867,1
7890,778,1
7890,1077,0.5
7943,1786,1
7943,2013,0.5
7943,4019,1
7943,4850,0
7943,7467,0
7943,8365,1
7946,2235,0
7946,3602,1
7946,7398,0
7955,5435,0.5
7955,7865,0.5
8044,2364,0.5
8044,4082,0
8046,2605,0.5
8052,2599,0
8190,2683,0
8190,4218,1
8190,8365,1
8216,7186,1
8267,2196,0.5
8267,2461,1
8287,3902,0.5
8323,1723,0.5
8323,1782,0
8323,5435,1
8323,7089,0.5
8324,2683,0
8324,4694,0.5
8347,1964,1
8347,3047,0.5
8347,3362,1
8347,5427,1
8347,5954,0
8347,7986,1
8357,4835,0.5
8357,8577,1
8365,3523,1
8395,1043,0.5
8395,3339,1
8447,4419,1
8447,6156,1
8501,98,0.5
8501,2235,0.5
8501,4171,0.5
8501,7118,0.5
8580,2299,1
8580,3229,1
8592,2059,0
8592,4082,0
8619,3229,0.5
189,5602,0.5
189,5955,0
189,8553,0
226,295,1
254,1151,0
254,6862,0
254,8223,1
254,8565,0
295,4862,1
385,189,0.5
428,8411,0
501,1135,1
501,2849,0.5
501,6346,1
501,6850,0.5
501,8177,1
501,8287,0
559,3246,1
559,3516,0.5
559,4779,0
614,2576,1
614,6038,0.5
614,6953,1
748,3166,0.5
748,7403,0.5
753,1164,1
753,3166,1
753,3362,0
753,5960,0.5
870,559,0.5
870,4602,1
870,5018,1
963,7641,1
971,501,0.5
971,6962,0.5
971,8121,0
971,8152,0.5
1018,3048,0.5
1020,1265,1
1020,1563,0
1020,4748,1
1058,2028,0.5
1058,4697,0.5
1058,5473,0
1077,1563,0
1077,4877,0.5
1092,254,0.5
1124,4931,0.5
1124,6015,1
1124,6790,0.5
1135,5638,0.5
1151,1238,0.5
1151,6862,0
1164,870,0
1164,3377,1
1210,6410,0
1219,254,0.5
1219,1151,1
1238,1092,1
1238,3592,0.5
1238,8223,0
1265,2560,0
1265,4748,0.5
1265,4877,0
1265,7053,0
1347,614,0.5
1347,2173,0.5
1347,2576,0.5
1347,4331,1
1347,6305,0
